paragem_nome,gid_DMT,gid_AMP,Situação,Designaç,Designa_1,nome_oficial,Local,Freguesia,Linhas_STC,Linhas_UNI,Zona_Andan,longitude,latitude
Rua Cal,847,0,Ativa,C. F. Custóias,C. F. Custóias,C. F. Custóias,Rua Cal,"Custóias (União das freguesias de Custóias, Leça do Balio e Guifões)",N/A,5021,MAI1,-8.642438438756203,41.20590091499002
Rua Cal,848,0,Ativa,C. F. Custóias,C. F. Custóias,C. F. Custóias,Rua Cal,"Custóias (União das freguesias de Custóias, Leça do Balio e Guifões)",N/A,5021,MAI1,-8.642524987525082,41.20564100133157
Rua Monte do Vale,849,0,Ativa,Est. Prisional Custóias,Est. Prisional Custóias,Est. Prisional Custóias,Rua Monte do Vale,"Leça do Balio (União das freguesias de Custóias, Leça do Balio e Guifões)",N/A,5021,MAI1,-8.63673495247581,41.20748173681694
Rua Monte do Vale,850,0,Ativa,Est. Prisional Custóias,Est. Prisional Custóias,Est. Prisional Custóias,Rua Monte do Vale,"Custóias (União das freguesias de Custóias, Leça do Balio e Guifões)",N/A,5021,MAI1,-8.636845214559477,41.207605972617685
Rua Monte do Vale,851,0,Ativa,Monte do Vale,Monte do Vale,Monte do Vale,Rua Monte do Vale,"Leça do Balio (União das freguesias de Custóias, Leça do Balio e Guifões)",N/A,5021,MAI1,-8.63665425791237,41.20999706287372
Rua Monte do Vale,852,0,Ativa,Monte do Vale,Monte do Vale,Monte do Vale,Rua Monte do Vale,"Leça do Balio (União das freguesias de Custóias, Leça do Balio e Guifões)",N/A,5021,MAI1,-8.636769002633937,41.21015395374467
Rua Monte do Vale,853,0,Ativa,Tv. Monte do Vale,Tv. Monte do Vale,Tv. Monte do Vale,Rua Monte do Vale,"Leça do Balio (União das freguesias de Custóias, Leça do Balio e Guifões)",N/A,5021,MAI1,-8.636323878223081,41.21251852331168
Rua Monte do Vale,854,0,Ativa,Tv. Monte do Vale,Tv. Monte do Vale,Tv. Monte do Vale,Rua Monte do Vale,"Leça do Balio (União das freguesias de Custóias, Leça do Balio e Guifões)",N/A,5021,MAI1,-8.636260693530225,41.212754178750565
Rua Monte do Vale,855,0,Ativa,Bela Vista,Bela Vista,Bela Vista,Rua Monte do Vale,"Leça do Balio (União das freguesias de Custóias, Leça do Balio e Guifões)",N/A,5021,MAI1,-8.63677591309247,41.214463498361184
Rua Igreja Nova do Araújo,856,0,Ativa,Centro Paroquial (Araújo),Centro Paroquial (Araújo),Centro Paroquial (Araújo),Rua Igreja Nova do Araújo,"Leça do Balio (União das freguesias de Custóias, Leça do Balio e Guifões)",N/A,5021,MAI1,-8.639316724160048,41.21884791223592
Rua Igreja Nova do Araújo,857,0,Ativa,Centro Paroquial (Araújo),Centro Paroquial (Araújo),Centro Paroquial (Araújo),Rua Igreja Nova do Araújo,"Leça do Balio (União das freguesias de Custóias, Leça do Balio e Guifões)",N/A,5021,MAI1,-8.639177107471951,41.21879670915839
Avenida Rodrigues Vieira,858,0,Ativa,Araújo (Metro),Araújo (Metro),Araújo (Metro),Avenida Rodrigues Vieira,"Leça do Balio (União das freguesias de Custóias, Leça do Balio e Guifões)",N/A,5021,MAI1,-8.640752697768454,41.21730430307552
Avenida Rodrigues Vieira,859,0,Ativa,Araújo (Metro),Araújo (Metro),Araújo (Metro),Avenida Rodrigues Vieira,"Leça do Balio (União das freguesias de Custóias, Leça do Balio e Guifões)",N/A,5021,MAI1,-8.640628614278624,41.217539901392655
Rua Estação do Araújo,860,0,Ativa,R. Estação do Araújo (Oeste),R. Estação do Araújo (Oeste),R. Estação do Araújo (Oeste),Rua Estação do Araújo,"Leça do Balio (União das freguesias de Custóias, Leça do Balio e Guifões)",N/A,5021,MAI1,-8.642809133853307,41.216168735569305
Rua Estação do Araújo,861,0,Ativa,R. Estação do Araújo (Oeste),R. Estação do Araújo (Oeste),R. Estação do Araújo (Oeste),Rua Estação do Araújo,"Leça do Balio (União das freguesias de Custóias, Leça do Balio e Guifões)",N/A,5021,MAI1,-8.64305828866463,41.216410337526916
Travessa Estação do Araújo,862,0,Ativa,R. do Cal,R. do Cal,R. do Cal,Travessa Estação do Araújo,"Leça do Balio (União das freguesias de Custóias, Leça do Balio e Guifões)",N/A,5021,MAI1,-8.645662803243445,41.21655511156144
Travessa Estação do Araújo,863,0,Ativa,R. do Cal,R. do Cal,R. do Cal,Travessa Estação do Araújo,"Leça do Balio (União das freguesias de Custóias, Leça do Balio e Guifões)",N/A,5021,MAI1,-8.645662128165085,41.21646863416554
Rua Carvalhas,864,0,Ativa,Lugar de Golfeiros,Lugar de Golfeiros,Lugar de Golfeiros,Rua Carvalhas,"Custóias (União das freguesias de Custóias, Leça do Balio e Guifões)",N/A,5021,MTS2,-8.652337480605146,41.22135710773732
Rua Carvalhas,865,0,Ativa,Lugar de Golfeiros,Lugar de Golfeiros,Lugar de Golfeiros,Rua Carvalhas,"Custóias (União das freguesias de Custóias, Leça do Balio e Guifões)",N/A,5021,MTS2,-8.652477982407076,41.22128893422697
Rua Carvalhas,866,0,Ativa,Carvalhas,Carvalhas,Carvalhas,Rua Carvalhas,"Custóias (União das freguesias de Custóias, Leça do Balio e Guifões)",N/A,5021,MTS2,-8.655374730191426,41.22394179008088
Rua Carvalhas,867,0,Ativa,Carvalhas,Carvalhas,Carvalhas,Rua Carvalhas,"Custóias (União das freguesias de Custóias, Leça do Balio e Guifões)",N/A,5021,MTS2,-8.655768662631404,41.22429471105183
None,868,0,Inativa,,,,,,,5021,MTS2,-8.657762802059452,41.22635832681308
Rua Alto do Viso,869,0,Ativa,Xanana Gusmão,Xanana Gusmão,Xanana Gusmão,Rua Alto do Viso,"Custóias (União das freguesias de Custóias, Leça do Balio e Guifões)",N/A,5021,MAI1,-8.641176722641278,41.18900909328666
Rua Alto do Viso,870,0,Ativa,Xanana Gusmão,Xanana Gusmão,Xanana Gusmão,Rua Alto do Viso,Senhora da Hora (União das freguesias de São Mamede de Infesta e Senhora da Hora),N/A,5021,MAI1,-8.641328437449024,41.18888930432706
Rua Alto do Viso,871,0,Ativa,Quinta do Viso,Quinta do Viso,Quinta do Viso,Rua Alto do Viso,Senhora da Hora (União das freguesias de São Mamede de Infesta e Senhora da Hora),N/A,5021,MAI1,-8.641744233285182,41.18679121071704
Rua Alto do Viso,872,0,Ativa,Quinta do Viso,Quinta do Viso,Quinta do Viso,Rua Alto do Viso,Senhora da Hora (União das freguesias de São Mamede de Infesta e Senhora da Hora),N/A,5021,MAI1,-8.641443719131479,41.186774669371914
Rua Horácio Marçal,873,0,Ativa,Horácio Marçal,Horácio Marçal,Horácio Marçal,Rua Horácio Marçal,Senhora da Hora (União das freguesias de São Mamede de Infesta e Senhora da Hora),N/A,5021,MAI1,-8.638072192635002,41.187053569079595
Rua Horácio Marçal,874,0,Ativa,Horácio Marçal,Horácio Marçal,Horácio Marçal,Rua Horácio Marçal,Senhora da Hora (União das freguesias de São Mamede de Infesta e Senhora da Hora),N/A,5021,MAI1,-8.63800821598855,41.18697277758928
Rua Horácio Marçal,875,0,Ativa,C. F. Padroense,C. F. Padroense,C. F. Padroense,Rua Horácio Marçal,Senhora da Hora (União das freguesias de São Mamede de Infesta e Senhora da Hora),N/A,5021,MAI1,-8.635867006759758,41.18584300823187
Rua Horácio Marçal,876,0,Ativa,C. F. Padroense,C. F. Padroense,C. F. Padroense,Rua Horácio Marçal,Senhora da Hora (União das freguesias de São Mamede de Infesta e Senhora da Hora),N/A,5021,MAI1,-8.635659066750897,41.18580710799224
Rua Engenheiro António Costa Reis,877,0,Ativa,Barbeitos,Barbeitos,Barbeitos,Rua Engenheiro António Costa Reis,Senhora da Hora (União das freguesias de São Mamede de Infesta e Senhora da Hora),N/A,5021,MAI1,-8.63402713088376,41.18334882075379
Rua Engenheiro António Costa Reis,878,0,Ativa,Barbeitos,Barbeitos,Barbeitos,Rua Engenheiro António Costa Reis,Senhora da Hora (União das freguesias de São Mamede de Infesta e Senhora da Hora),N/A,5021,MAI1,-8.634046892382344,41.18342573273779
Rua Engenheiro António Costa Reis,879,0,Inativa,Barbeitos,Barbeitos,Barbeitos,Rua Engenheiro António Costa Reis,Senhora da Hora (União das freguesias de São Mamede de Infesta e Senhora da Hora),N/A,N/A,MAI1,-8.633508430422122,41.18346218897077
Rua Engenheiro António Costa Reis,880,0,Inativa,Barbeitos,Barbeitos,Barbeitos,Rua Engenheiro António Costa Reis,Senhora da Hora (União das freguesias de São Mamede de Infesta e Senhora da Hora),N/A,N/A,MAI1,-8.633507628570447,41.18339834475083
Rua António Ramalho,881,0,Ativa,R. Henrique Medina,R. Henrique Medina,R. Henrique Medina,Rua António Ramalho,Senhora da Hora (União das freguesias de São Mamede de Infesta e Senhora da Hora),N/A,5021,MAI1,-8.633271807107183,41.18215522744784
Rua António Ramalho,882,0,Ativa,R. Henrique Medina,R. Henrique Medina,R. Henrique Medina,Rua António Ramalho,Senhora da Hora (União das freguesias de São Mamede de Infesta e Senhora da Hora),N/A,5021,MAI1,-8.633173262648363,41.18223398829355
Rua António Ramalho,883,0,Ativa,Monte dos Burgos,Monte dos Burgos,Monte dos Burgos,Rua António Ramalho,Senhora da Hora (União das freguesias de São Mamede de Infesta e Senhora da Hora),N/A,5021,MAI1,-8.630914917643407,41.18037054273881
Rua António Ramalho,884,0,Ativa,Monte dos Burgos,Monte dos Burgos,Monte dos Burgos,Rua António Ramalho,Senhora da Hora (União das freguesias de São Mamede de Infesta e Senhora da Hora),N/A,5021,MAI1,-8.630952434858894,41.180459799648794
Rua Diu,885,0,Ativa,R. Diu,R. Diu,R. Diu,Rua Diu,São Mamede de Infesta (União das freguesias de São Mamede de Infesta e Senhora da Hora),N/A,5024,MAI1,-8.623520241914653,41.18321228888646
Rua Damão,886,0,Ativa,R. Damão,R. Damão,R. Damão,Rua Damão,São Mamede de Infesta (União das freguesias de São Mamede de Infesta e Senhora da Hora),N/A,5024,MAI1,-8.626778156822592,41.18382856099159
Rua Amieira,887,0,Ativa,R. Amieira,R. Amieira,R. Amieira,Rua Amieira,São Mamede de Infesta (União das freguesias de São Mamede de Infesta e Senhora da Hora),N/A,5024,MAI1,-8.625802666755838,41.18630599533261
Rua Tronco,888,0,Ativa,Estação de recolha,Estação de recolha,Estação de recolha,Rua Tronco,São Mamede de Infesta (União das freguesias de São Mamede de Infesta e Senhora da Hora),,N/A,,-8.623629930555955,41.1853880220865
Rua Tronco,889,0,Ativa,R. Tronco,R. Tronco,R. Tronco,Rua Tronco,São Mamede de Infesta (União das freguesias de São Mamede de Infesta e Senhora da Hora),N/A,5024,MAI1,-8.623539920396476,41.18579281644793
Rua Tronco,890,0,Ativa,R. Tronco 2,R. Tronco 2,R. Tronco 2,Rua Tronco,São Mamede de Infesta (União das freguesias de São Mamede de Infesta e Senhora da Hora),N/A,5024,MAI1,-8.624997980222323,41.188504037852546
Rua Monte da Mina,891,0,Ativa,Central Seixo,Central Seixo,Central Seixo,Rua Monte da Mina,"Leça do Balio (União das freguesias de Custóias, Leça do Balio e Guifões)",506,"5010, 5011, 5104",MAI1,-8.629649857037034,41.19134030865828
Rua Tomaz Ribeiro,906,0,Ativa,Brito Capelo,Brito Capelo,Brito Capelo,Rua Tomaz Ribeiro,Matosinhos (União das freguesias de Matosinhos e Leça da Palmeira),506,"5008, 5015, 5016",MTS1,-8.690300669965104,41.18171453476387
IC1,892,0,Ativa,Continente,Continente,Continente,IC1,Senhora da Hora (União das freguesias de São Mamede de Infesta e Senhora da Hora),601,N/A,MTS1,-8.663833609611762,41.18397975853735
Rua Godinho de Faria,893,0,Ativa,Ponte da Pedra,Ponte da Pedra,Ponte da Pedra,Rua Godinho de Faria,"Leça do Balio (União das freguesias de Custóias, Leça do Balio e Guifões)","600, 4M","6305, 6313",MAI1,-8.614520583079544,41.20357764297343
Alameda Infanta Dona Mafalda,894,0,Ativa,Azemel,Azemel,Azemel,Alameda Infanta Dona Mafalda,"Santa Cruz do Bispo (União das freguesias de Perafita, Lavra e Santa Cruz do Bispo)",N/A,5009,MTS2,-8.681282554261852,41.213576550810835
Alameda Infanta Dona Mafalda,895,0,Ativa,Gatanhal,Gatanhal,Gatanhal,Alameda Infanta Dona Mafalda,"Santa Cruz do Bispo (União das freguesias de Perafita, Lavra e Santa Cruz do Bispo)",N/A,"5004, 5009, 5013, 5102",MTS2,-8.678393590222068,41.21504045982119
Alameda Infanta Dona Mafalda,896,0,Inativa,Gatanhal,Gatanhal,Gatanhal,Alameda Infanta Dona Mafalda,"Santa Cruz do Bispo (União das freguesias de Perafita, Lavra e Santa Cruz do Bispo)",N/A,N/A,MTS2,-8.678093629684964,41.21513616323499
Rua Rosas,897,0,Ativa,R. Rosas (Longa Vida),R. Rosas (Longa Vida),R. Rosas (Longa Vida),Rua Rosas,"Perafita (União das freguesias de Perafita, Lavra e Santa Cruz do Bispo)",N/A,"5014, 5018",MTS2,-8.704474238701016,41.22897297916472
Rua Rosas,898,0,Ativa,R. das Camélias,R. das Camélias,R. das Camélias,Rua Rosas,"Perafita (União das freguesias de Perafita, Lavra e Santa Cruz do Bispo)",N/A,"5014, 5018",MTS2,-8.7048019926038,41.231270220376935
Rua Rosas,899,0,Ativa,Bairro das Flores,Bairro das Flores,Bairro das Flores,Rua Rosas,"Perafita (União das freguesias de Perafita, Lavra e Santa Cruz do Bispo)",N/A,"5014, 5018",MTS2,-8.706485574562665,41.23283342281788
Rua Dr. José Domingues dos Santos,900,0,Ativa,Gândara,Gândara,Gândara,Rua Dr. José Domingues dos Santos,"Lavra (União das freguesias de Perafita, Lavra e Santa Cruz do Bispo)",N/A,"5001, 5018, 5020",MTS3,-8.700034728081498,41.24356352699086
Rua Paiço,901,0,Ativa,Rua da Escola Velha,Rua da Escola Velha,Rua da Escola Velha,Rua Paiço,"Lavra (União das freguesias de Perafita, Lavra e Santa Cruz do Bispo)",N/A,5022,,-8.688933381728743,41.253056766177124
Rua Paiço,902,0,Ativa,Rua da Escola Velha,Rua da Escola Velha,Rua da Escola Velha,Rua Paiço,"Lavra (União das freguesias de Perafita, Lavra e Santa Cruz do Bispo)",N/A,5022,,-8.68904599044019,41.25307503944125
Travessa 31 de Janeiro,903,0,Ativa,Barroca,Barroca,Barroca,Travessa 31 de Janeiro,"Perafita (União das freguesias de Perafita, Lavra e Santa Cruz do Bispo)",N/A,"5004, 5009, 5012, 5101",MTS2,-8.683912433926414,41.22690345445582
Rua Caçadores,904,0,Ativa,Caçadores,Caçadores,Caçadores,Rua Caçadores,"Perafita (União das freguesias de Perafita, Lavra e Santa Cruz do Bispo)",N/A,"5014, 5018",MTS2,-8.702888516108152,41.2377979171007
Rua Nova do Estádio,905,0,Ativa,Santa Helena,Santa Helena,Santa Helena,Rua Nova do Estádio,Senhora da Hora (União das freguesias de São Mamede de Infesta e Senhora da Hora),N/A,5008,MTS1,-8.66898598367476,41.18548886902415
None,907,0,Ativa,,,,,,,,,-8.691560358926521,41.18707800277751
Avenida Fabril do Norte,908,7841,Ativa,Senhora da Hora (Metro),Senhora da Hora (Metro),Senhora da Hora (Metro),Avenida Fabril do Norte,Senhora da Hora (União das freguesias de São Mamede de Infesta e Senhora da Hora),N/A,"5012, 5018",PRT2,-8.65448645215348,41.1867430435366
Rua António Arnaldo Rodrigues,909,0,Ativa,Campo Desportivo Lavra,Campo Desportivo Lavra,Campo Desportivo Lavra,Rua António Arnaldo Rodrigues,"Lavra (União das freguesias de Perafita, Lavra e Santa Cruz do Bispo)",N/A,"5019, 5020",MTS3,-8.720476927998243,41.25415136078884
Rua Ponte do Carro,370,0,Ativa,Gatões,Gatões,Gatões,Rua Ponte do Carro,"Guifões (União das freguesias de Custóias, Leça do Balio e Guifões)",503,N/A,MTS1,-8.665346200424898,41.21095860285874
Rua Nova do Estádio,935,0,Inativa,Sra. Da Hora (Feira),Sra. Da Hora (Feira),Sra. Da Hora (Feira),Rua Nova do Estádio,Senhora da Hora (União das freguesias de São Mamede de Infesta e Senhora da Hora),N/A,5007,MTS1,-8.663055999603566,41.18517800017572
Rua Queirãos,60,0,Ativa,Rua do Mosteiro,Rua de Mosteiro,Rua do Mosteiro,Rua Queirãos,"Leça do Balio (União das freguesias de Custóias, Leça do Balio e Guifões)",505,5024,MAI1,-8.62021839016076,41.20520516794703
Rua João Mendonça,910,0,Ativa,NorteShopping,NorteShopping,NorteShopping,Rua João Mendonça,Senhora da Hora (União das freguesias de São Mamede de Infesta e Senhora da Hora),N/A,"5001, 5004, 5101",MTS1,-8.657214536398284,41.18064446603361
Rua João Mendonça,911,0,Ativa,Parque do Carriçal,Parque do Carriçal,Parque do Carriçal,Rua João Mendonça,Senhora da Hora (União das freguesias de São Mamede de Infesta e Senhora da Hora),N/A,"5001, 5004, 5101",MTS1,-8.65589231999475,41.18244761297312
Rua João Mendonça,912,0,Ativa,Parque do Carriçal,Parque do Carriçal,Parque do Carriçal,Rua João Mendonça,Senhora da Hora (União das freguesias de São Mamede de Infesta e Senhora da Hora),N/A,"5001, 5004, 5101",PRT2,-8.65578254668127,41.18254364590524
Rua João Mendonça,913,0,Ativa,NorteShopping,NorteShopping,NorteShopping,Rua João Mendonça,Senhora da Hora (União das freguesias de São Mamede de Infesta e Senhora da Hora),N/A,"5001, 5004, 5101",MTS1,-8.657299984234802,41.18101118613904
Rua D. Nuno Álvares Pereira,914,0,Ativa,Bairro da Biquinha,Bairro da Biquinha,Bairro da Biquinha,Rua D. Nuno Álvares Pereira,Matosinhos (União das freguesias de Matosinhos e Leça da Palmeira),501,5008,MTS1,-8.675288148315769,41.17409459965072
Rua Senhor,915,0,Ativa,R. Senhor,R. Senhor,R. Senhor,Rua Senhor,Senhora da Hora (União das freguesias de São Mamede de Infesta e Senhora da Hora),503,N/A,PRT2,-8.648205599251957,41.18643896332964
Rua Cândido dos Reis,916,0,Ativa,R. Gatões (Custóias),R. Gatões,R. Gatões (Custóias),Rua Cândido dos Reis,"Custóias (União das freguesias de Custóias, Leça do Balio e Guifões)",505,"5002, 5015, 5102",MAI1,-8.646944499486422,41.20163292367409
Rua Sol Poente,917,0,Ativa,Igreja de Leça,Igreja de Leça,Igreja de Leça,Rua Sol Poente,Leça da Palmeira (União das freguesias de Matosinhos e Leça da Palmeira),507,N/A,MTS2,-8.698797840054828,41.19350447312422
Rua Engenheiro Fernando Pinto de Oliveira,918,0,Ativa,C. Saúde Leça Palmeira,C. Saúde Leça Palmeira,C. Saúde Leça Palmeira,Rua Engenheiro Fernando Pinto de Oliveira,Leça da Palmeira (União das freguesias de Matosinhos e Leça da Palmeira),507,N/A,MTS2,-8.69678600618125,41.199296131829016
Rua Padre Costa,920,0,Ativa,S. Mamede,S. Mamede,S. Mamede,Rua Padre Costa,São Mamede de Infesta (União das freguesias de São Mamede de Infesta e Senhora da Hora),"604, 705",N/A,MAI1,-8.609221362868954,41.19313683411158
Avenida Engenheiro Duarte Pacheco,921,0,Ativa,Matosinhos Mercado,Matosinhos Mercado,Matosinhos Mercado,Avenida Engenheiro Duarte Pacheco,Matosinhos (União das freguesias de Matosinhos e Leça da Palmeira),"500, 502, 505, 506",N/A,MTS1,-8.693996111061262,41.187304597936695
Avenida Engenheiro Duarte Pacheco,922,0,Ativa,Matosinhos (Mercado-Metro),Matosinhos (Mercado-Metro),Matosinhos (Mercado-Metro),Avenida Engenheiro Duarte Pacheco,Matosinhos (União das freguesias de Matosinhos e Leça da Palmeira),N/A,"5007, 5010, 5011, 5015, 5104",MTS1,-8.693624800990223,41.18743075390101
Avenida Engenheiro Duarte Pacheco,923,0,Ativa,Matosinhos Mercado,Matosinhos Mercado,Matosinhos Mercado,Avenida Engenheiro Duarte Pacheco,Matosinhos (União das freguesias de Matosinhos e Leça da Palmeira),"500, 502",N/A,MTS1,-8.693163249865787,41.18765312789642
Rua Armando Vaz,924,0,Ativa,Perafita (Estádio),Perafita (Estádio),Perafita (Estádio),Rua Armando Vaz,"Perafita (União das freguesias de Perafita, Lavra e Santa Cruz do Bispo)",N/A,"5004, 5009, 5101",MTS2,-8.700719650910644,41.22267888298219
Avenida Ribeiras,925,0,Ativa,Cruz. R. S. Cristóvão,Cruz. R. S. Cristóvão,Cruz. R. S. Cristóvão,Avenida Ribeiras,"Perafita (União das freguesias de Perafita, Lavra e Santa Cruz do Bispo)",N/A,5012,MTS2,-8.69248827355578,41.23156045682697
EN14,926,0,Ativa,Ezequiel Campos,Ezequiel Campos,Ezequiel Campos,EN14,"Leça do Balio (União das freguesias de Custóias, Leça do Balio e Guifões)",N/A,"5023, 5024",MAI1,-8.628580704098082,41.209901293544824
EN14,927,0,Ativa,Arroteia,Arroteia,Arroteia,EN14,"Leça do Balio (União das freguesias de Custóias, Leça do Balio e Guifões)",N/A,5024,MAI1,-8.627997525918591,41.19789224049603
Rua Dr. Eduardo Torres,928,0,Ativa,Preciosa,Preciosa,Preciosa,Rua Dr. Eduardo Torres,Senhora da Hora (União das freguesias de São Mamede de Infesta e Senhora da Hora),13M,N/A,,-8.658079236117528,41.178045355286116
Rua Dr. Eduardo Torres,929,0,Ativa,Preciosa,Preciosa,Preciosa,Rua Dr. Eduardo Torres,Senhora da Hora (União das freguesias de São Mamede de Infesta e Senhora da Hora),13M,N/A,,-8.658296094735208,41.178074384295876
Rua Nova da Fonte dos Alhos,930,0,Ativa,R. Nova Fonte dos Alhos,R. Nova Fonte dos Alhos,R. Nova Fonte dos Alhos,Rua Nova da Fonte dos Alhos,São Mamede de Infesta (União das freguesias de São Mamede de Infesta e Senhora da Hora),N/A,5010,MAI1,-8.603079779955983,41.20143072258103
